UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,RUL_synthetic,power,S_PWF_soft,S_PWF_hard,S_HDF,S_OSF,S_TWF_extra,S_RNF,RUL_base
9199,M24058,M,297.9,308.8,1538,37.6,54,0,0,0,0,0,0,194.41298748603302,6055.817774863781,0.0,0.0,0.0,0.0,1.015630439496253e-05,0.0,186.0
9200,L56379,L,297.9,308.8,1613,31.4,57,0,0,0,0,0,0,182.91986989768063,5303.8671012515515,0.0,0.0,0.0,0.0,1.3709572068578447e-05,0.0,183.0
9201,M24060,M,297.9,308.8,1602,32.1,59,0,0,0,0,0,0,176.37032422688145,5385.1296312244085,0.0,0.0,0.0,0.0,1.6744904055114527e-05,0.0,181.0
9202,L56381,L,297.8,308.7,1404,44.2,62,0,0,0,0,0,0,182.762091351477,6498.572899509703,0.0,0.0,0.0,0.0,2.2603242979035746e-05,0.0,178.0
9203,L56382,L,297.8,308.8,1548,36.9,64,0,0,0,0,0,0,173.35781244260937,5981.71807614111,0.0,0.0,0.0,0.0,2.7607649501930464e-05,0.0,176.0
9204,L56383,L,297.8,308.8,1559,35.2,66,0,0,0,0,0,0,176.07223316611328,5746.685057750546,0.0,0.0,0.0,0.0,3.372003863690781e-05,0.0,174.0
9205,L56384,L,297.8,308.8,1621,36.1,68,0,0,0,0,0,0,172.95206980064532,6128.001102067763,0.0,0.0,0.0,0.0,4.1185717448326286e-05,0.0,172.0
9206,L56385,L,297.8,308.8,1579,32.9,70,0,0,0,0,0,0,163.44425160826424,5440.097030686717,0.0,0.0,0.0,0.0,5.0304303017551214e-05,0.0,170.0
9207,M24066,M,297.9,308.9,1547,44.0,72,0,0,0,0,0,0,168.1266663723424,7128.064291485001,0.0,0.0,0.0,0.0,6.144174602214718e-05,0.0,168.0
9208,L56387,L,297.9,308.8,1386,48.6,75,0,0,0,0,0,0,163.75989936243568,7053.880816958234,0.0,0.0,0.0,0.0,8.293750373891589e-05,0.0,165.0
9209,L56388,L,298.0,308.9,1406,40.9,77,0,0,0,0,0,0,163.20979597114248,6021.951406058082,0.0,0.0,0.0,0.0,0.00010129990980873922,0.0,163.0
9210,M24069,M,298.0,309.0,1393,55.9,79,0,0,0,0,0,0,159.11405177254247,8154.3911954862515,0.0,0.0,0.0,0.0,0.00012372771174427573,0.0,161.0
9211,M24070,M,297.9,309.0,2456,13.9,82,0,0,0,0,0,0,162.2222085834335,3574.9648881769936,0.0,0.0,0.0,0.0,0.0001670142184809518,0.0,158.0
9212,M24071,M,298.0,309.0,1409,49.1,85,0,0,0,0,0,0,150.2200758158051,7244.71162671279,0.0,0.0,0.0,0.0,0.0002254442965044541,0.0,155.0
9213,L56392,L,298.0,308.9,1390,53.9,88,0,0,0,0,0,0,153.34248576359772,7845.70877332003,0.0,0.0,0.0,0.0,0.0003043155690056533,0.0,152.0
9214,L56393,L,298.0,309.0,1679,32.4,90,0,0,0,0,0,0,153.50680527246595,5696.712790607443,0.0,0.0,0.0,0.0,0.000371689371028894,0.0,150.0
9215,L56394,L,298.0,308.9,1508,37.1,92,0,0,0,0,0,0,151.9592698849939,5858.735195728581,0.0,0.0,0.0,0.0,0.00045397868702434395,0.0,148.0
9216,L56395,L,297.9,308.8,1681,31.7,94,0,0,0,0,0,0,144.40017198408194,5580.274894889893,0.0,0.0,0.0,0.0,0.000554485247227949,0.0,146.0
9217,H38630,H,297.7,308.8,1469,43.7,96,0,0,0,0,0,0,149.03469853914834,6722.516095833095,0.0,0.0,0.0,0.0,0.0006772414961977011,0.0,144.0
9218,L56397,L,297.8,308.8,1421,49.6,101,0,0,0,0,0,0,141.72180314538758,7380.815892441812,0.0,0.0,0.0,0.0,0.0011165334062956276,0.0,139.0
9219,L56398,L,297.7,308.8,1354,50.2,103,0,0,0,0,0,0,144.0722684943017,7117.885531287371,0.0,0.0,0.006692850924284549,0.0,0.0013637032707949702,0.0,137.0
9220,M24079,M,297.7,308.8,1350,57.0,105,0,0,0,0,0,0,143.552642262539,8058.185156457819,0.0,0.0,0.006692850924284549,0.0,0.0016655806477733576,0.0,135.0
9221,L56400,L,297.8,308.9,1282,58.1,108,0,0,0,0,0,0,130.5478848511327,7799.967184283763,0.0,0.0,0.006692850924285304,0.0,0.0022481677023329528,0.0,132.0
9222,M24081,M,297.8,309.0,1675,30.0,110,0,0,0,0,0,0,130.69962295498078,5262.167694762904,0.0,0.0,0.0,0.0,0.0027457815610133244,0.0,130.0
9223,M24082,M,297.9,309.0,1525,38.5,113,0,0,0,0,0,0,121.39446618812609,6148.358622463024,0.0,0.0,0.0,0.0,0.0037060614062639653,0.0,127.0
9224,L56403,L,297.9,309.0,1382,43.9,116,0,0,0,0,0,0,120.73470634588281,6353.326599158734,0.0,0.0,0.0,0.0,0.005002011070795639,0.0,124.0
9225,L56404,L,297.9,309.0,1450,46.8,118,0,0,0,0,0,0,117.26927142595659,7106.282582420112,0.0,0.0,0.0,0.0,0.00610879359434401,0.0,122.0
9226,L56405,L,298.0,309.1,1820,23.6,120,0,0,0,0,0,0,119.90581189219753,4497.922921899627,0.0,0.0,0.0,0.0,0.00746028833836697,0.0,120.0
9227,L56406,L,298.0,309.1,1822,23.5,122,0,0,0,0,0,0,128.7433238133512,4483.785754958472,0.0,0.0,0.0,0.0,0.009110511944006455,0.0,118.0
9228,L56407,L,298.0,309.1,1473,44.3,124,0,0,0,0,0,0,124.34488206294382,6833.372428602766,0.0,0.0,0.0,0.0,0.011125360328603204,0.0,116.0
9229,M24088,M,298.1,309.1,1572,37.5,126,0,0,0,0,0,0,116.05203310612299,6173.229564303943,0.0,0.0,0.0,0.0,0.013585199504289582,0.0,114.0
9230,M24089,M,298.1,309.0,2042,17.8,129,0,0,0,0,0,0,108.35282248832905,3806.3117711873456,0.0,0.0,0.0,0.0,0.018329389424928035,0.0,111.0
9231,L56410,L,298.2,309.2,1922,22.6,132,0,0,0,0,0,0,112.16964696803333,4548.732947083686,0.0,0.0,0.0,0.0,0.024726231566347744,0.0,108.0
9232,L56411,L,298.2,309.1,1539,36.5,134,0,0,0,0,0,0,96.67397944855313,5882.475164214209,0.0,0.0,0.0,0.0,0.030184163247084214,0.0,106.0
9233,L56412,L,298.2,309.1,1350,52.0,136,0,0,0,0,0,0,105.53810435330207,7351.326809400116,0.0,0.0,0.009951801866903642,0.0,0.03684239899435986,0.0,104.0
9234,L56413,L,298.3,309.1,1403,45.1,138,0,0,0,0,0,0,101.66795779453989,6626.173921123008,0.0,0.0,0.0,0.0,0.044962731609411784,0.0,102.0
9235,L56414,L,298.3,309.1,1904,20.3,140,0,0,0,0,0,0,94.16929572564233,4047.5441990809936,0.0,0.0,0.0,0.0,0.05486298899450404,0.0,100.0
9236,M24095,M,298.2,308.9,1592,35.2,142,0,0,0,0,0,0,100.8991315887365,5868.327525297543,0.0,0.0,0.0,0.0,0.06692850924284856,0.0,98.0
9237,L56416,L,298.1,308.7,1556,31.6,145,0,0,0,0,0,0,95.03696204754965,5149.028471331623,0.0,0.0,0.0,0.0,0.09013298652847822,0.0,95.0
9238,M24097,M,298.1,308.8,1811,25.4,147,0,0,0,0,0,0,93.49296277292417,4817.0459036512775,0.0,0.0,0.0,0.0,0.1098694263059318,0.0,93.0
9239,M24098,M,298.2,308.8,1456,41.2,150,0,0,0,0,0,0,92.809684435871,6281.844894314056,0.0,0.0,0.0,0.0,0.14774031693273054,0.0,90.0
9240,H38653,H,298.2,308.8,1436,51.9,153,0,0,0,0,0,0,91.93490841955449,7804.595797460051,0.0,0.0,0.0,0.0,0.198403057340775,0.0,87.0
9241,M24100,M,298.1,308.7,1362,49.6,158,0,0,0,0,0,0,83.71540880639786,7074.364001059639,0.0,0.0,0.01798620996209275,0.0,0.32295464698450493,0.0,82.0
9242,L56421,L,298.1,308.7,1683,29.1,161,0,0,0,0,0,0,88.01158855604281,5128.681422911874,0.0,0.0,0.0,0.0,0.43107254941086115,0.0,79.0
9243,M24102,M,298.2,308.7,1269,60.9,163,0,0,0,0,0,0,80.41063485467197,8092.962587133058,0.0,0.0,0.02188127093613046,0.0,0.5215356307841772,0.0,77.0
9244,L56423,L,298.3,308.8,1454,49.0,166,0,0,0,0,0,0,77.53648612631324,7460.86367325528,0.0,0.0,0.0,0.0,0.6913842034334682,0.0,74.0
9245,L56424,L,298.3,308.8,1767,27.3,168,0,0,0,0,0,0,75.03369049850302,5051.58673919278,0.0,0.0,0.0,0.0,0.8317269649392235,0.0,72.0
9246,L56425,L,298.3,308.9,1708,27.3,170,0,0,0,0,0,0,75.82949697191879,4882.914629621544,0.0,0.0,0.0,0.0,0.9975048911968514,0.0,70.0
9247,L56426,L,298.3,308.9,1862,27.0,172,0,0,0,0,0,0,73.18252833238046,5264.680968885776,0.0,0.0,0.0,0.0,1.1920292202211755,0.0,68.0
9248,L56427,L,298.3,308.9,1695,30.7,174,0,0,0,0,0,0,66.08011401865515,5449.249537284175,0.0,0.0,0.0,0.0,1.4185106490048778,0.0,66.0
9249,M24108,M,298.3,309.1,1488,40.6,176,0,0,0,0,0,0,55.92897934432573,6326.413622092982,0.0,0.0,0.0,0.0,1.6798161486607552,0.0,64.0
9250,L56429,L,298.3,309.0,1657,32.2,179,0,0,0,0,0,0,56.61150366916822,5587.364422311495,0.0,0.0,0.0,0.0,2.141650169574414,0.0,61.0
9251,H38664,H,298.3,309.0,1823,25.9,181,0,0,0,0,0,0,52.821422501972634,4944.41654180332,0.0,0.0,0.0,0.0,2.4973989440488236,0.0,59.0
9252,M24111,M,298.2,309.1,1651,28.8,186,0,0,0,0,0,0,50.14095483478322,4979.298692233679,0.0,0.0,0.0,0.0,3.5434369377420456,0.0,54.0
9253,M24112,M,298.1,309.0,1533,36.1,189,0,0,0,0,0,0,46.729748559511805,5795.327384003627,0.0,0.0,0.0,0.0,4.25557483188341,0.0,51.0
9254,M24113,M,298.2,309.0,1508,40.5,192,0,0,0,0,0,0,51.77279921702272,6395.6543241781,0.0,0.0,0.0,0.0,5.0,0.0,48.0
9255,L56434,L,298.3,309.1,1616,31.1,195,0,0,0,0,0,0,55.10659803249088,5262.963564901813,0.0,0.0,0.0,0.0,5.7444251681165905,0.0,45.0
9256,L56435,L,298.2,309.0,1651,31.5,197,0,0,0,0,0,0,41.41858621957667,5446.107944630586,0.0,0.0,0.0,0.0,6.224593312018546,0.0,43.0
9257,L56436,L,298.2,309.1,1569,35.2,199,0,0,0,0,0,0,33.69153752731002,5783.5464115526665,0.0,0.0,0.0,0.0,6.681877721681662,0.0,41.0
9258,M24117,M,298.3,309.1,1296,58.7,201,0,0,0,0,0,0,30.819389296675148,7966.576314679141,0.0,0.0,0.012128434984273958,0.0,7.109495026250039,0.0,39.0
9259,H38672,H,298.3,309.0,1379,43.2,0,0,0,0,0,0,0,238.1540312138797,6238.449027792468,0.0,0.0,0.014774031693273378,0.0,4.587181725605271e-08,0.0,240.0
9260,M24119,M,298.2,309.0,1694,28.0,5,0,0,0,0,0,0,240.0,4967.067424835703,0.0,0.0,0.0,0.0,7.562984061066411e-08,0.0,235.0
9261,L56440,L,298.2,309.0,1377,57.8,8,0,0,0,0,0,0,227.91697950913635,8334.708141826794,0.0,0.0,0.012128434984273958,0.0,1.0208960619374723e-07,0.0,232.0
9262,H38675,H,298.3,309.0,1470,38.4,10,0,0,0,0,0,0,230.17762446094116,5911.2207369945545,0.0,0.0,0.0,0.0,1.2469252630268727e-07,0.0,230.0
9263,M24122,M,298.3,309.1,1404,47.0,15,0,0,0,0,0,0,225.22469196521533,6910.247200836109,0.0,0.0,0.0,0.0,2.0558321874959877e-07,0.0,225.0
9264,L56443,L,298.3,309.1,1593,40.1,18,0,0,0,0,0,0,224.76161992479118,6689.424653215282,0.0,0.0,0.0,0.0,2.775083165229879e-07,0.0,222.0
9265,M24124,M,298.3,309.0,1526,36.9,20,0,0,0,0,0,0,216.10602739773674,5896.706578934971,0.0,0.0,0.0,0.0,3.3894942113102103e-07,0.0,220.0
9266,M24125,M,298.3,308.9,1390,49.7,23,0,0,0,0,0,0,214.47830080565575,7234.354842931456,0.0,0.0,0.0,0.0,4.5753385601085563e-07,0.0,217.0
9267,L56446,L,298.2,308.9,1737,25.5,26,0,0,0,0,0,0,215.74755547012407,4638.404473392649,0.0,0.0,0.0,0.0,6.17606095414305e-07,0.0,214.0
9268,L56447,L,298.2,308.8,1362,57.3,28,0,0,0,0,0,0,220.2371101469045,8172.601960901558,0.0,0.0,0.017986209962090743,0.0,7.543457780806636e-07,0.0,212.0
9269,L56448,L,298.2,308.8,1666,31.5,30,0,0,0,0,0,0,204.51496788174342,5495.588028924626,0.0,0.0,0.0,0.0,9.21359998566181e-07,0.0,210.0
9270,L56449,L,298.2,308.8,1354,60.9,32,0,0,0,0,0,0,217.11232134491766,8635.044399509978,0.0,0.0,0.017986209962090743,0.0,1.12535162055095e-06,0.0,208.0
9271,L56450,L,298.2,308.8,1302,60.4,34,0,0,0,0,0,0,210.95596271889855,8235.24531841414,0.0,0.0,0.017986209962090743,0.0,1.3745075389942726e-06,0.0,206.0
9272,L56451,L,298.2,308.7,1991,20.5,36,0,0,0,0,0,0,212.14217509202294,4274.189165086474,0.0,0.0,0.0,0.0,1.6788272481495196e-06,0.0,204.0
9273,L56452,L,298.2,308.6,1353,54.1,38,0,0,0,0,0,0,197.5033512982698,7665.203331420272,0.0,0.0,0.02659699357686407,0.0,2.0505241551469096e-06,0.0,202.0
9274,H38687,H,298.2,308.7,1520,35.7,40,0,0,0,0,0,0,201.80719179150756,5682.512791813219,0.0,0.0,0.0,0.0,2.5045157450675485e-06,0.0,200.0
9275,L56454,L,298.2,308.7,1428,54.9,45,0,0,0,0,0,0,200.45382326762353,8209.73558606699,0.0,0.0,0.0,0.0,4.129247710803894e-06,0.0,195.0
9276,L56455,L,298.2,308.7,1605,29.4,47,0,0,0,0,0,0,195.03842908188918,4941.411084831385,0.0,0.0,0.0,0.0,5.043474082014516e-06,0.0,193.0
9277,L56456,L,298.1,308.7,1691,30.3,49,0,0,0,0,0,0,185.33495255759607,5365.557508992544,0.0,0.0,0.0,0.0,6.16011246661963e-06,0.0,191.0
9278,L56457,L,298.2,308.7,1447,48.4,51,0,0,0,0,0,0,194.89549896309904,7334.027105854348,0.0,0.0,0.0,0.0,7.523977331136453e-06,0.0,189.0
9279,H38692,H,298.2,308.8,1606,39.9,53,0,0,0,0,0,0,196.17497448485358,6710.379076214726,0.0,0.0,0.0,0.0,9.189805133719968e-06,0.0,187.0
9280,M24139,M,298.2,308.8,1645,28.2,58,0,0,0,0,0,0,173.7309770253855,4857.8447202458965,0.0,0.0,0.0,0.0,1.5151418164850468e-05,0.0,182.0
9281,H38694,H,298.2,308.8,1470,43.3,61,0,0,0,0,0,0,183.61607916700353,6665.517133121463,0.0,0.0,0.0,0.0,2.0452264415637335e-05,0.0,179.0
9282,L56461,L,298.2,308.9,1336,45.0,66,0,0,0,0,0,0,167.43040104502552,6295.751677793946,0.0,0.0,0.014774031693273378,0.0,3.372003863690781e-05,0.0,174.0
9283,M24142,M,298.2,308.9,1414,44.3,68,0,0,0,0,0,0,171.22287609997295,6559.666404646511,0.0,0.0,0.0,0.0,4.1185717448326286e-05,0.0,172.0
9284,M24143,M,298.3,309.0,1802,27.5,71,0,0,0,0,0,0,165.52967033744306,5189.38746495474,0.0,0.0,0.0,0.0,5.559482333634486e-05,0.0,169.0
9285,L56464,L,298.2,308.9,1683,31.7,74,0,0,0,0,0,0,163.62506867488568,5586.914127364481,0.0,0.0,0.0,0.0,7.50450159711e-05,0.0,166.0
9286,M24145,M,298.2,309.0,1410,47.6,76,0,0,0,0,0,0,0.0,7028.371084611086,0.0,0.0,0.0,0.0,9.166003719853315e-05,216.0,164.0
9287,L56466,L,298.2,308.9,1605,32.0,79,0,0,0,0,0,0,166.7233791749114,5378.406622945726,0.0,0.0,0.0,0.0,0.00012372771174427573,0.0,161.0
9288,L56467,L,298.2,308.9,1709,28.1,81,0,0,0,0,0,0,160.89296565574924,5028.946328135909,0.0,0.0,0.0,0.0,0.00015112095440975108,0.0,159.0
9289,L56468,L,298.2,308.9,1444,53.1,83,0,0,0,0,0,0,162.58624015662457,8029.533831457079,0.0,0.0,0.0,0.0,0.00018457893295667038,0.0,157.0
9290,L56469,L,298.2,308.9,1367,45.0,85,0,0,0,0,0,0,164.00000443145257,6441.835736185871,0.0,0.0,0.014774031693273378,0.0,0.0002254442965044541,0.0,155.0
9291,L56470,L,298.2,309.0,1418,44.2,87,0,0,0,0,0,0,156.4051061682867,6563.373483977749,0.0,0.0,0.0,0.0,0.0002753569111458347,0.0,153.0
9292,L56471,L,298.2,309.0,1353,57.8,89,0,0,0,0,0,0,141.60077330448433,8189.4408975248,0.0,0.0,0.012128434984273958,0.0,0.0003363196403867117,0.0,151.0
9293,L56472,L,298.2,309.0,1643,34.1,91,0,0,0,0,0,0,144.33171708330755,5867.060416260594,0.0,0.0,0.0,0.0,0.0004107786776476327,0.0,149.0
9294,L56473,L,298.3,309.1,1437,38.0,93,0,0,0,0,0,0,143.4992526159236,5718.326948064142,0.0,0.0,0.0,0.0,0.000501721646837642,0.0,147.0
9295,L56474,L,298.1,309.0,1437,36.2,95,0,0,0,0,0,0,135.9467152895285,5447.45882947163,0.0,0.0,0.0,0.0,0.0006127973961660237,0.0,145.0
9296,M24155,M,298.2,309.0,1413,47.9,97,0,0,0,0,0,0,139.42296215221603,7087.715769837396,0.0,0.0,0.0,0.0,0.0007484622751061125,0.0,143.0
9297,H38710,H,298.2,309.0,1524,39.1,100,0,0,0,0,0,0,140.50659361432005,6240.082655972335,0.0,0.0,0.0,0.0,0.0010102919390777272,0.0,140.0
9298,M24157,M,298.1,308.9,1479,43.4,105,0,0,0,0,0,0,130.05283860681513,6721.814473473793,0.0,0.0,0.0,0.0,0.0016655806477733576,0.0,135.0
9299,L56478,L,298.1,308.9,1313,50.6,108,0,0,0,0,0,0,142.31997311416046,6957.350146688932,0.0,0.0,0.012128434984275321,0.0,0.0022481677023329528,0.0,132.0
9300,M24159,M,298.1,308.9,1335,50.4,110,0,0,0,0,0,0,130.65996502126728,7045.964003471188,0.0,0.0,0.012128434984275321,0.0,0.0027457815610133244,0.0,130.0
9301,L56480,L,298.1,308.9,1367,41.9,113,0,0,0,0,0,0,128.424440368975,5998.064829915288,0.0,0.0,0.012128434984275321,0.0,0.0037060614062639653,0.0,127.0
9302,M24161,M,298.1,308.9,1459,50.3,115,0,0,0,0,0,0,123.46938480319865,7685.141972795055,0.0,0.0,0.0,0.0,0.00452622223240535,0.0,125.0
9303,M24162,M,298.1,308.9,1804,25.1,118,0,0,0,0,0,0,117.08258705785018,4741.752399720243,0.0,0.0,0.0,0.0,0.00610879359434401,0.0,122.0
9304,L56483,L,298.2,309.0,1491,38.3,121,0,0,0,0,0,0,113.91906883099533,5980.053032034706,0.0,0.0,0.0,0.0,0.008244246863982946,0.0,119.0
9305,L56484,L,298.3,309.1,1537,43.0,123,0,0,0,0,0,0,121.18071182548076,6921.033335613434,0.0,0.0,0.0,0.0,0.01006770820085637,0.0,117.0
9306,H38719,H,298.3,309.1,1646,30.2,125,0,0,0,0,0,0,120.40248801434728,5205.535251194192,0.0,0.0,0.0,0.0,0.0122939862127742,0.0,115.0
9307,M24166,M,298.3,309.2,1783,28.3,130,0,0,0,0,0,0,110.60320698702712,5284.0436516074005,0.0,0.0,0.0,0.0,0.020253203890498818,0.0,110.0
9308,L56487,L,298.3,309.1,1395,49.8,133,0,0,0,0,0,0,111.48329026132798,7274.986107917883,0.0,0.0,0.0,0.0,0.02731960763011059,0.0,107.0
9309,L56488,L,298.4,309.1,1423,48.0,135,0,0,0,0,0,0,103.90450438169313,7152.778153693242,0.0,0.0,0.0,0.0,0.03334807307413344,0.0,105.0
9310,L56489,L,298.3,309.2,1562,37.6,137,0,0,0,0,0,0,110.40777757474059,6150.316881883763,0.0,0.0,0.0,0.0,0.04070137715896128,0.0,103.0
9311,L56490,L,298.4,309.3,1549,40.8,139,0,0,0,0,0,0,100.48290922719511,6618.204747758401,0.0,0.0,0.0,0.0,0.04966801650056957,0.0,101.0
9312,L56491,L,298.4,309.4,1540,43.2,141,0,0,0,0,0,0,102.88904467903755,6966.795868600726,0.0,0.0,0.0,0.0,0.0605980149158411,0.0,99.0
9313,H38726,H,298.5,309.4,1573,33.6,143,0,0,0,0,0,0,97.30829858244297,5534.732273388355,0.0,0.0,0.0,0.0,0.07391541344281971,0.0,97.0
9314,L56493,L,298.5,309.4,1418,45.1,148,0,0,0,0,0,0,88.74487150960044,6697.016835461459,0.0,0.0,0.0,0.0,0.12128434984274238,0.0,92.0
9315,M24174,M,298.5,309.4,1565,33.7,150,0,0,0,0,0,0,89.58701700869858,5522.972244888416,0.0,0.0,0.0,0.0,0.14774031693273054,0.0,90.0
9316,L56495,L,298.5,309.5,1569,41.0,153,0,0,0,0,0,0,85.72813241111368,6736.517127092594,0.0,0.0,0.0,0.0,0.198403057340775,0.0,87.0
9317,H38730,H,298.5,309.4,1417,41.2,155,0,0,0,0,0,0,88.89552772525778,6113.581191787785,0.0,0.0,0.0,0.0,0.24127021417669198,0.0,85.0
9318,L56497,L,298.5,309.5,1480,38.1,160,0,0,0,0,0,0,80.32485226124167,5904.937551687375,0.0,0.0,0.0,0.0,0.3916572279676436,0.0,80.0
9319,L56498,L,298.5,309.4,1364,44.5,162,0,0,0,0,0,0,70.17747621645766,6356.279696253108,0.0,0.0,0.009951801866904763,0.0,0.4742587317756678,0.0,78.0
9320,L56499,L,298.5,309.4,1911,21.5,164,0,0,0,0,0,0,80.10627843809883,4302.568218723902,0.0,0.0,0.0,0.0,0.5732417589886872,0.0,76.0
9321,L56500,L,298.4,309.3,1409,43.1,166,0,0,0,0,0,0,71.48079918448892,6359.410816931187,0.0,0.0,0.0,0.0,0.6913842034334682,0.0,74.0
9322,L56501,L,298.4,309.2,1335,53.5,168,0,0,0,0,0,0,72.42746384638548,7479.3467100339,0.0,0.0,0.012128434984273958,0.0,0.8317269649392235,0.0,72.0
9323,M24182,M,298.5,309.3,1512,38.1,170,0,0,0,0,0,0,62.901687019505,6032.611877129265,0.0,0.0,0.0,0.0,0.9975048911968514,0.0,70.0
9324,L56503,L,298.6,309.4,1447,40.2,173,0,0,0,0,0,0,56.31009543839974,6091.485323457537,0.0,0.0,0.0,0.0,1.3010847436299784,0.0,67.0
9325,L56504,L,298.6,309.3,1537,37.6,175,0,0,0,0,0,0,57.51547173144825,6051.880312071283,0.0,0.0,0.0,0.0,1.5446526508353466,0.0,65.0
9326,M24185,M,298.6,309.3,1510,40.8,177,0,0,0,0,0,0,62.836438978930175,6451.574673411998,0.0,0.0,0.0,0.0,1.8242552380635635,0.0,63.0
9327,L56506,L,298.6,309.3,1677,31.2,180,0,0,0,0,0,0,55.27370179046179,5479.188915272886,0.0,0.0,0.0,0.0,2.314752165009823,0.0,60.0
9328,L56507,L,298.5,309.2,1504,33.7,182,0,0,0,0,0,0,51.09341569944063,5307.699844288933,0.0,0.0,0.0,0.0,2.6894142136999513,0.0,58.0
9329,H38742,H,298.5,309.1,2051,19.0,184,0,0,0,0,0,0,46.292658398788014,4080.824137258022,0.0,0.0,0.0,0.0,3.1002551887238754,0.0,56.0
9330,L56509,L,298.5,309.1,1474,41.3,189,0,0,0,0,0,0,41.890867010604566,6374.940756615432,0.0,0.0,0.0,0.0,4.25557483188341,0.0,51.0
9331,M24190,M,298.4,309.0,1507,36.1,191,0,0,0,0,0,0,42.85023503727202,5697.037421848316,0.0,0.0,0.0,0.0,4.7502081252106,0.0,49.0
9332,L56511,L,298.4,308.9,1496,37.9,194,0,0,0,0,0,0,46.2169414136853,5937.442563676517,0.0,0.0,0.0,0.0,5.4983399731247795,0.0,46.0
9333,M24192,M,298.5,309.0,1921,22.0,196,0,0,0,0,0,0,40.65191059451595,4425.6662908670605,0.0,0.0,0.0,0.0,5.98687660112452,0.0,44.0
9334,L56513,L,298.5,309.0,1450,40.5,199,0,0,0,0,0,0,27.818152520743258,6149.66761940202,0.0,0.0,0.0,0.0,6.681877721681662,0.0,41.0
9335,L56514,L,298.4,308.9,1402,44.8,201,0,0,0,0,0,0,30.645780248318633,6577.405931163782,0.0,0.0,0.0,0.0,7.109495026250039,0.0,39.0
9336,L56515,L,298.4,308.9,1501,50.0,203,0,0,0,0,0,0,33.617881502847986,7859.217621730467,0.0,0.0,0.0,0.0,7.502601055951176,0.0,37.0
9337,L56516,L,298.5,308.9,1725,31.9,205,0,0,0,0,0,0,34.35754143984019,5762.466324847077,0.0,0.0,0.0,0.0,7.8583498304255865,0.0,35.0
9338,H38751,H,298.5,308.9,1500,40.3,207,0,0,0,0,0,0,24.581287513336207,6330.309196983433,0.0,0.0,0.0,0.0,8.175744761936436,0.0,33.0
9339,H38752,H,298.5,309.0,1531,30.8,212,0,0,0,0,0,0,29.14700792635753,4938.039108716533,0.0,0.0,0.0,0.0,8.807970779778824,0.0,28.0
9340,L56519,L,298.5,309.0,1458,44.8,217,0,0,0,0,0,0,6.794753556294684,6840.126852807984,0.0,0.0,0.0,0.0,9.241418199787566,0.0,23.0
9341,H38754,H,298.4,308.9,1577,37.1,0,0,0,0,0,0,0,234.23282466485696,6126.807296859399,0.0,0.0,0.0,0.0,4.587181725605271e-08,0.0,240.0
9342,M24201,M,298.3,308.9,1363,46.1,5,0,0,0,0,0,0,228.48073924858724,6579.992509115238,0.0,0.0,0.01798620996209275,0.0,7.562984061066411e-08,0.0,235.0
9343,H38756,H,298.3,308.9,1706,31.8,8,0,0,0,0,0,0,240.0,5681.130491045638,0.0,0.0,0.0,0.0,1.0208960619374723e-07,0.0,232.0
9344,M24203,M,298.3,308.8,1391,50.4,13,0,0,0,0,0,0,220.999732665981,7341.525040320917,0.0,0.0,0.0,0.0,1.6831730413430383e-07,0.0,227.0
9345,L56524,L,298.2,308.8,1616,33.7,16,0,0,0,0,0,0,229.5561782181155,5702.954088012575,0.0,0.0,0.0,0.0,2.2720459411519265e-07,0.0,224.0
9346,L56525,L,298.2,308.8,1442,47.0,18,0,0,0,0,0,0,214.23559866198917,7097.276683479821,0.0,0.0,0.0,0.0,2.775083165229879e-07,0.0,222.0
9347,M24206,M,298.2,308.8,1626,40.4,20,0,0,0,0,0,0,223.5211638592772,6879.082601712498,0.0,0.0,0.0,0.0,3.3894942113102103e-07,0.0,220.0
9348,M24207,M,298.2,308.7,1426,42.6,23,0,0,0,0,0,0,215.53692410042956,6361.473796107044,0.0,0.0,0.0,0.0,4.5753385601085563e-07,0.0,217.0
9349,L56528,L,298.2,308.7,1436,49.1,26,0,0,0,0,0,0,215.2897090334053,7383.538606074923,0.0,0.0,0.0,0.0,6.17606095414305e-07,0.0,214.0
9350,M24209,M,298.2,308.7,1599,36.2,28,0,0,0,0,0,0,205.37044194972398,6061.5773613953625,0.0,0.0,0.0,0.0,7.543457780806636e-07,0.0,212.0
9351,L56530,L,298.2,308.7,2186,17.8,31,0,0,0,0,0,0,206.78054256918335,4074.729447510058,0.0,0.0,0.0,0.0,1.0182602656265912e-06,0.0,209.0
9352,L56531,L,298.3,308.8,1645,30.4,33,0,0,0,0,0,0,204.83166983788792,5236.825514023945,0.0,0.0,0.0,0.0,1.2437058689224216e-06,0.0,207.0
9353,L56532,L,298.2,308.7,1780,27.9,35,0,0,0,0,0,0,210.69704185920273,5200.592478752544,0.0,0.0,0.0,0.0,1.519065736812855e-06,0.0,205.0
9354,L56533,L,298.2,308.8,1345,44.3,37,0,0,0,0,0,0,201.46112689092138,6239.569529172247,0.0,0.0,0.017986209962090743,0.0,1.8553910183683313e-06,0.0,203.0
